62, -150.312, 156.127, -10.5687, 26.7635, 0.646618, -0.548203 // police-point1
62, -201.987, -20.5978, -12.0576, 153.905, -1.17794e-05, 0.813704 // police-point2
62, -199.361, -111.989, -12.0629, 179.238, -0.261577, 0.671204 // police-point3
62, -199.29, -213.573, -12.059, -178.938, -0.281729, 0.697743 // police-point4
62, -199.409, -293.972, -16.007, 179.276, -0.291632, 0.773513 // police-point5
62, -199.416, -379.799, -20.2188, 178.673, -0.134124, 0.70801 // police-point6
62, -325.867, -466.649, -15.6797, -175.563, -0.341461, 0.725786 // police-point7
62, -362.941, -380.101, -14.0316, -88.0946, -0.775646, -0.30181 // police-point
62, -503.862, -423.848, -14.5737, 165.974, -3.62245, 2.61406 // police-point
62, -484.887, -296.898, -10.5967, -6.70678, -0.976119, -0.634065 // police-point
62, -530.257, -293.989, -9.9013, -67.0341, -0.963592, 0.605103 // police-point
62, -531.717, -217.36, -4.68976, 0.0440059, 0.61248, -0.555188 // police-point
62, -614.816, -213.11, -4.51154, -92.0844, -0.614232, -0.291928 // police-point
62, -548.765, -113.947, -0.1007, -3.81836, -0.0238785, -0.716335 // police-point
62, -548.646, -71.7925, 1.01468, -2.3839, 0.364991, -0.620728 // police-point
62, -644.352, 1.43336, 1.01154, 0.038818, 0.322245, -0.734415 // police-point
62, -671.294, 78.4306, 1.01517, -7.71854, -0.0420907, -0.623938 // police-point
62, -672.068, 271.357, -0.240898, -1.13287, 0.297347, -0.594077 // police-point
62, -671.987, 369.996, 1.45688, 0.537831, 0.406439, -0.534377 // police-point
62, -672.15, 447.123, 1.01858, -0.983213, -0.00365882, -0.426416 // police-point
62, -672.365, 585.879, 1.01592, 0.371831, 0.411287, -0.488261 // police-point
62, -672.825, 728.131, -12.7308, -4.79843, -0.0272315, -0.649929 // police-point
62, -739.001, 732.186, -17.3159, -84.107, -0.967544, -0.528795 // police-point
62, -742.748, 802.52, -18.9369, -1.00831, 0.41304, -0.693977 // police-point
62, -630.952, 917.564, -18.9372, 92.0198, 0.511292, 0.0909656 // police-point
62, -501.088, 917.65, -19.0969, 89.5854, 0.764751, 0.268742 // police-point
62, -497.906, 919.62, -19.0966, 48.5953, 0.802902, -0.0567118 // police-point
62, -266.93, 1009.1, 5.4365, 57.0188, 1.26571, -0.391138 // police-point
62, -217.598, 1260.4, 53.9081, 57.8586, 0.78276, -0.143792 // police-point
62, 282.871, 1214.33, 63.3777, 87.5392, 0.697099, 0.71517 // police-point
62, 393.076, 1169.33, 64.8208, 89.3198, 0.602977, 0.46006 // police-point
62, 639.708, 1319.93, 73.6233, 66.3872, 0.145075, -0.221751 // police-point
62, 660.126, 1287.09, 67.321, -97.7541, 5.22636, 0.265251 // police-point
62, 214.026, 1273.41, 56.9429, -87.0865, -1.79404, -1.0437 // police-point
62, -506.57, 1319.75, 24.7862, -85.1884, 5.68298, 2.65063 // police-point
62, -801.08, 1527.12, -6.22868, -30.5515, -0.0701325, -0.256787 // police-point
62, -1023.64, 1568.86, 4.9807, -89.6495, -0.520077, -0.523267 // police-point
62, -1116.99, 1568.86, 6.92947, -90.0687, -0.566998, -0.566318 // police-point
62, -1211.4, 1568.9, 4.98176, -89.7975, -0.613263, -0.248881 // police-point
62, -1211.48, 1685.54, 11.292, 2.41155, 0.302324, -0.64844 // police-point
62, -978.15, 1699.93, 10.3033, -131.547, -0.893194, -0.0636717 // police-point
62, -1445.59, 1686.99, 6.11628, -90.0449, -0.560717, -0.560278 // police-point
62, -1574.3, 1686.63, -0.218788, -90.6713, -0.64392, -0.343841 // police-point
62, -1564.86, 1610.97, -5.95491, -177.85, 0.060309, 0.632249 // police-point
62, -1753.79, 1398.05, -4.84544, -175.185, -0.639153, 0.592616 // police-point
62, -1739.33, 1301.07, -4.36137, 165.488, 0.0825789, 0.525369 // police-point
62, -1735.29, 1215.8, -3.52184, -174.494, -0.395425, 0.939788 // police-point
62, -1407.24, 1129.61, -13.6204, 102.273, 0.541767, 0.583003 // police-point
62, -1303.95, 1144.62, -21.5854, 0.77024, 0.415409, -0.636259 // police-point
62, -1329.51, 926.638, -18.5379, 179.476, -0.433023, 0.781132 // police-point
62, -1408.27, 1033.87, -13.6164, -30.6357, -0.203973, -0.744677 // police-point
62, -1600.2, 942.639, -5.08323, 160.966, 1.77193, 0.93864 // police-point
62, -1703.93, 680.949, -10.2212, -118.54, -0.621777, -0.536318 // police-point
62, -1649.24, 410.96, -19.6649, 171.841, 0.450391, 0.690989 // police-point
62, -1572.33, 411.047, -20.4351, 90.6744, 0.627949, 0.40748 // police-point
62, -1497.9, 482.656, -20.4534, -0.52838, 0.358449, 0.164572 // police-point
62, -1397.09, 496.296, -22.3628, -90.5661, -3.72793, -0.302928 // police-point
62, -1444.79, 677.505, -15.28, -91.4755, -0.119019, 0.450679 // police-point
62, -1550.91, 677.616, -12.7614, -92.2706, -0.764505, -0.460629 // police-point
62, -1155.43, 1325.95, -21.5815, -31.2813, -0.189864, -0.67815 // police-point
62, -1143.98, 1179.99, -21.5824, 67.3299, 0.422026, -0.633637 // police-point
62, -1298.7, 1330.41, -13.5946, -90.9949, -0.595271, -0.328614 // police-point
62, -1416.53, 1543.6, -0.687263, -0.548425, 0.379445, -3.27361 // police-point
62, -727.438, 1448.15, -6.11617, -150.917, -2.68684, 0.0859039 // police-point
62, -690.859, 1860.59, -14.8943, 50.8368, 0.0559928, -0.117823 // police-point
62, -394.858, 1790.2, -23.6127, 84.901, 0.679408, 0.173251 // police-point
62, -303.993, 1793.96, -23.5977, 89.1622, 0.309007, 0.685118 // police-point
62, -103.894, 1745.08, -18.7928, 174.234, -0.570174, 0.801176 // police-point
62, -178.936, 1670.07, -20.7612, 179.994, 3.33264, -1.62979 // police-point
62, -125.338, 1609.37, -23.9887, 110.159, 1.10919, 1.80564 // police-point
62, -82.0275, 1680.57, -20.8757, -35.1547, 1.16819, -2.95823 // police-point
62, -248.351, 1715.39, -22.0328, 108.068, -0.00372032, 5.79942 // police-point
62, -505.516, 1636.99, -23.7605, -1.53201, 0.46003, -0.00467765 // police-point
62, -453.113, 1741.05, -23.1225, 71.7447, -0.371336, 0.133515 // police-point
62, -564.376, 1506.21, -16.4003, -93.3635, -6.96295, 0.115333 // police-point
62, -580.982, 1591.71, -16.4801, -90.8866, -0.715967, -0.704973 // police-point
62, -204.437, 1610.23, -23.6137, 90.3751, 0.768226, 0.364972 // police-point
62, 23.2987, 1774.16, -17.7493, -90.062, -0.731081, -0.323917 // police-point
62, -132.855, 1380.44, -15.3289, -179.48, -0.3575, 0.604742 // police-point
62, -67.7773, 983.24, -12.4251, -141.915, 2.71543, -1.59815 // police-point
62, -60.7049, 948.789, -13.0933, 108.745, 5.40529, -1.81116 // police-point
62, 12.9853, 965.684, -12.9181, 34.1719, -6.2911, 0.173857 // police-point
